user_idx,book_idx,predicted_rating
2659,244778,1.2390778
2659,220704,1.2390778
2659,131525,1.2390778
2659,47229,1.2390778
2659,6180,1.2234414
2659,252334,1.2221594
2866,31013,1.168934
2866,253536,1.1338537
2866,98983,1.1141593
2866,48038,1.1026796
2866,175259,1.0901599
2866,212130,1.0724665
2866,97968,1.0691419
2866,75991,1.0669278
2866,120205,1.0669278
2866,9041,1.0647407
3175,8655,1.3333545
3175,202976,1.3333545
3175,4221,1.3333545
3175,103551,1.3333545
3175,46674,1.3333545
3175,91970,1.2338154
3175,257868,1.2310004
3175,334282,1.2160462
3175,97041,1.206151
3175,330590,1.1794939
3749,48038,1.0577719
3749,31013,1.0277581
3749,240867,1.0192184
3749,128776,0.98880625
3749,254634,0.98880625
3749,212618,0.97356606
3749,212130,0.9649561
3749,227177,0.96080226
3749,26953,0.96080226
3749,253536,0.953584
3794,103232,1.4844457
3794,17999,1.4314725
3794,299209,1.4248488
3794,223077,1.4143196
3794,193828,1.3742839
3794,244107,1.3683195
3794,145753,1.3547386
3794,220939,1.3523203
3794,15428,1.3523203
3794,116378,1.3523203
3918,46440,0.0
3918,46450,0.0
3918,46460,0.0
3918,46470,0.0
3918,46480,0.0
3918,46500,0.0
3918,46510,0.0
3918,46520,0.0
3918,46530,0.0
3918,46540,0.0
3997,85881,0.65513945
3997,294746,0.6523985
3997,298045,0.6523985
3997,299895,0.6523985
3997,163437,0.65092325
3997,267459,0.65092325
3997,91970,0.64216834
3997,331074,0.63043857
3997,21229,0.63043857
3997,122673,0.6271359
4101,46440,0.0
4101,46450,0.0
4101,46460,0.0
4101,46470,0.0
4101,46480,0.0
4101,46500,0.0
4101,46510,0.0
4101,46520,0.0
4101,46530,0.0
4101,46540,0.0
4519,9041,1.3454465
4519,196590,1.3144107
4519,155220,1.3144107
4519,39880,1.3144107
4519,97968,1.2948383
4519,57321,1.2661915
4519,31013,1.2639481
4519,186777,1.2468772
4519,186183,1.2468772
4519,37944,1.2304701
4818,175259,1.5702382
4818,179723,1.5412141
4818,171268,1.5269073
4818,273088,1.4930168
4818,31013,1.4819907
4818,256376,1.4756036
4818,148787,1.4549106
4818,279739,1.4475442
4818,39880,1.437047
4818,155220,1.437047
4900,330590,1.1849253
4900,257868,1.1627915
4900,122673,1.1516222
4900,122895,1.1516222
4900,303116,1.1387658
4900,202976,1.1362816
4900,103551,1.1362816
4900,8655,1.1362816
4900,46674,1.1362816
4900,4221,1.1362816
4935,122346,1.3900807
4935,173724,1.3900807
4935,125366,1.3900807
4935,26781,1.3900807
4935,276502,1.3900807
4935,50578,1.3900807
4935,149197,1.2510725
4935,18732,1.2510725
4935,248670,1.2510725
4935,183364,1.2510725
5156,176392,1.7000782
5156,106925,1.5280906
5156,87605,1.5280906
5156,194714,1.5280906
5156,189553,1.5280906
5156,264984,1.5280906
5156,26953,1.5053058
5156,227177,1.5053058
5156,310716,1.5040182
5156,234012,1.5032
5300,46440,0.0
5300,46450,0.0
5300,46460,0.0
5300,46470,0.0
5300,46480,0.0
5300,46500,0.0
5300,46510,0.0
5300,46520,0.0
5300,46530,0.0
5300,46540,0.0
5518,209585,1.2503949
5518,171268,1.2412652
5518,246201,1.2218843
5518,277681,1.2218843
5518,275176,1.1967535
5518,183912,1.1967535
5518,275735,1.1967535
5518,243900,1.1967535
5518,265832,1.1967535
5518,265343,1.1967535
5803,46440,0.0
5803,46450,0.0
5803,46460,0.0
5803,46470,0.0
5803,46480,0.0
5803,46500,0.0
5803,46510,0.0
5803,46520,0.0
5803,46530,0.0
5803,46540,0.0
6357,275549,1.2740812
6357,149973,1.2621379
6357,88390,1.2557797
6357,22870,1.2353592
6357,14906,1.2353592
6357,212130,1.2254252
6357,253536,1.223687
6357,73344,1.2172303
6357,276303,1.2137564
6357,206323,1.2137564
6397,268235,1.8722636
6397,8497,1.8500009
6397,250736,1.8500009
6397,97968,1.8195801
6397,31013,1.801316
6397,240793,1.7844883
6397,212130,1.7819438
6397,165864,1.7691249
6397,288254,1.7691249
6397,46162,1.7691249
6466,149973,1.4922541
6466,253536,1.4659404
6466,212130,1.4470633
6466,48038,1.4054724
6466,31013,1.4048145
6466,223365,1.3895831
6466,273088,1.35515
6466,9041,1.3546067
6466,275549,1.3450944
6466,173907,1.3430287
6620,122443,1.1727688
6620,218073,1.1727688
6620,90013,1.1727688
6620,200893,1.1727688
6620,239472,1.1727688
6620,33632,1.1727688
6620,262220,1.1727688
6620,223831,1.1727688
6620,35781,1.1727688
6620,268273,1.1727688
6654,46440,0.0
6654,46450,0.0
6654,46460,0.0
6654,46470,0.0
6654,46480,0.0
6654,46500,0.0
6654,46510,0.0
6654,46520,0.0
6654,46530,0.0
6654,46540,0.0
6658,242660,1.1041665
6658,189972,1.1041665
6658,209585,1.0469844
6658,171268,1.0415301
6658,110254,1.0191182
6658,287472,0.9949951
6658,283991,0.9949951
6658,281333,0.9949951
6658,259910,0.99374986
6658,253536,0.9893687
7240,46440,0.0
7240,46450,0.0
7240,46460,0.0
7240,46470,0.0
7240,46480,0.0
7240,46500,0.0
7240,46510,0.0
7240,46520,0.0
7240,46530,0.0
7240,46540,0.0
7253,46440,0.0
7253,46450,0.0
7253,46460,0.0
7253,46470,0.0
7253,46480,0.0
7253,46500,0.0
7253,46510,0.0
7253,46520,0.0
7253,46530,0.0
7253,46540,0.0
7554,237564,1.5852263
7554,303360,1.5293877
7554,224049,1.4694095
7554,245651,1.4694095
7554,267934,1.4410248
7554,4438,1.4410248
7554,131129,1.4226907
7554,256469,1.4209635
7554,215958,1.4155626
7554,79558,1.4155626
7754,261867,0.76455873
7754,269504,0.74852884
7754,273731,0.74852884
7754,229922,0.74852884
7754,229900,0.74852884
7754,278028,0.74852884
7754,236357,0.7318649
7754,105868,0.7318649
7754,311776,0.73080206
7754,244792,0.72897923
7833,46440,0.0
7833,46450,0.0
7833,46460,0.0
7833,46470,0.0
7833,46480,0.0
7833,46500,0.0
7833,46510,0.0
7833,46520,0.0
7833,46530,0.0
7833,46540,0.0
7982,42496,1.26811
7982,189723,1.267385
7982,9041,1.2463676
7982,37944,1.2422496
7982,26042,1.2373306
7982,338685,1.214976
7982,163027,1.2143675
7982,195448,1.2143675
7982,48038,1.1960106
7982,194685,1.1859668
7993,313804,0.67181784
7993,292863,0.66745955
7993,173202,0.65346
7993,225612,0.64488155
7993,6010,0.6250144
7993,199552,0.61862135
7993,191381,0.61862135
7993,244144,0.61862135
7993,253004,0.61862135
7993,36155,0.61862135
8086,35601,1.9318707
8086,83492,1.9318707
8086,28691,1.9318707
8086,28638,1.9318707
8086,292802,1.887341
8086,42496,1.856375
8086,48038,1.8504391
8086,231072,1.8440616
8086,190655,1.8440616
8086,9041,1.8295739
8389,244915,0.83423424
8389,244256,0.83423424
8389,240068,0.81246877
8389,228827,0.8052676
8389,18633,0.8052676
8389,163196,0.8052676
8389,210741,0.8052676
8389,228822,0.8052676
8389,240835,0.8052676
8389,82820,0.8052676
8592,213586,0.6796285
8592,203751,0.6796285
8592,209585,0.6795784
8592,85881,0.67036724
8592,268235,0.65961504
8592,253536,0.6374224
8592,175259,0.63683045
8592,171268,0.6365521
8592,148787,0.62697273
8592,98983,0.6137525
9376,88831,1.5253328
9376,251113,1.3777561
9376,91970,1.3734131
9376,152224,1.3727995
9376,299895,1.3477229
9376,298045,1.3477229
9376,294746,1.3477229
9376,241662,1.3292768
9376,5746,1.3292768
9376,109290,1.3130307
9427,46440,0.0
9427,46450,0.0
9427,46460,0.0
9427,46470,0.0
9427,46480,0.0
9427,46500,0.0
9427,46510,0.0
9427,46520,0.0
9427,46530,0.0
9427,46540,0.0
9465,98983,1.4463379
9465,88831,1.3368863
9465,179453,1.3350464
9465,217600,1.3350464
9465,194685,1.2854086
9465,255800,1.2755983
9465,179048,1.2755983
9465,212130,1.2612009
9465,238720,1.2515175
9465,165864,1.2463591
9852,278102,1.0120119
9852,98983,0.99646693
9852,88831,0.9919684
9852,221565,0.98198175
9852,54921,0.98198175
9852,219104,0.98198175
9852,91970,0.97539896
9852,77269,0.96290004
9852,201799,0.9592964
9852,264421,0.9592964
9900,273088,1.2069337
9900,148787,1.2050887
9900,98983,1.1919208
9900,253536,1.1883136
9900,203751,1.1872572
9900,213586,1.1872572
9900,268235,1.1844871
9900,194685,1.1843157
9900,88831,1.1830299
9900,175259,1.1826656
10206,46440,0.0
10206,46450,0.0
10206,46460,0.0
10206,46470,0.0
10206,46480,0.0
10206,46500,0.0
10206,46510,0.0
10206,46520,0.0
10206,46530,0.0
10206,46540,0.0
10362,253536,1.45509
10362,179048,1.433135
10362,255800,1.433135
10362,98983,1.4214741
10362,223365,1.4138324
10362,179453,1.4135766
10362,217600,1.4135766
10362,212130,1.4016378
10362,48038,1.3930094
10362,42496,1.3778565
10817,148787,1.7417691
10817,203751,1.667776
10817,213586,1.667776
10817,171268,1.6485395
10817,199564,1.6024643
10817,261935,1.6024643
10817,311540,1.5968747
10817,33366,1.5860221
10817,245651,1.5814831
10817,224049,1.5814831
11033,46440,0.0
11033,46450,0.0
11033,46460,0.0
11033,46470,0.0
11033,46480,0.0
11033,46500,0.0
11033,46510,0.0
11033,46520,0.0
11033,46530,0.0
11033,46540,0.0
11317,196590,1.1718725
11317,155220,1.1718725
11317,39880,1.1718725
11317,31013,1.1491581
11317,97968,1.142711
11317,179723,1.1028446
11317,248879,1.0917877
11317,224049,1.0823245
11317,245651,1.0823245
11317,238903,1.0766215
11748,148301,0.6558696
11748,231670,0.5727087
11748,138323,0.5727087
11748,165943,0.5717326
11748,264191,0.5692543
11748,236171,0.56734574
11748,276261,0.56734574
11748,270981,0.56734574
11748,261511,0.56734574
11748,266090,0.56734574
11858,168602,1.309621
11858,255800,1.2403462
11858,179048,1.2403462
11858,197098,1.2338297
11858,109296,1.2338297
11858,279283,1.2338297
11858,109301,1.2338297
11858,270865,1.2338297
11858,109300,1.2338297
11858,193770,1.2338297
12027,241145,1.5656171
12027,250736,1.4339167
12027,8497,1.4339167
12027,106551,1.4195898
12027,150686,1.4090554
12027,1126,1.3644097
12027,21886,1.3644097
12027,189961,1.3644097
12027,228887,1.3644097
12027,1121,1.3644097
12046,206783,1.118177
12046,187561,1.118177
12046,217204,1.118177
12046,218073,1.1153084
12046,33632,1.1153084
12046,122443,1.1153084
12046,223831,1.1153084
12046,35781,1.1153084
12046,262220,1.1153084
12046,239472,1.1153084
12940,147976,0.9153833
12940,42496,0.91481036
12940,199564,0.91404426
12940,261935,0.91404426
12940,20264,0.8951441
12940,27177,0.8951441
12940,276813,0.8909795
12940,188920,0.887739
12940,236357,0.8695663
12940,105868,0.8695663
13285,137085,0.89670825
13285,241248,0.8708497
13285,169685,0.8642496
13285,166675,0.8642496
13285,136646,0.8642496
13285,198662,0.8642496
13285,223366,0.8642496
13285,254811,0.8642496
13285,189895,0.8564368
13285,310503,0.8564368
13289,48038,1.2714736
13289,212130,1.252917
13289,128776,1.2456163
13289,254634,1.2456163
13289,76315,1.2137787
13289,253536,1.2136714
13289,17999,1.191711
13289,84517,1.1850309
13289,292802,1.1792197
13289,79559,1.1720849
13623,9041,1.2434163
13623,147976,1.2117763
13623,31013,1.1972287
13623,97968,1.1777695
13623,265187,1.1487459
13623,169339,1.1487459
13623,55041,1.1486772
13623,224049,1.1449507
13623,245651,1.1449507
13623,244260,1.1395556
13832,48038,1.0425873
13832,292802,0.97352266
13832,338791,0.96727586
13832,34377,0.9623542
13832,184792,0.9623542
13832,52302,0.9623542
13832,212130,0.96034974
13832,310503,0.9591828
13832,108945,0.9591828
13832,111983,0.9591828
13840,189972,1.0928277
13840,242660,1.0928277
13840,281333,1.0854366
13840,287472,1.0854366
13840,283991,1.0854366
13840,171268,1.0801902
13840,256376,1.0796484
13840,268235,1.0747226
13840,260304,1.0581594
13840,215324,1.0581594
14450,199564,1.879077
14450,261935,1.879077
14450,33366,1.8275335
14450,213586,1.8202155
14450,203751,1.8202155
14450,122332,1.8144996
14450,249487,1.8144996
14450,159132,1.8031195
14450,148787,1.7981805
14450,114098,1.7748989
14832,253536,1.7014525
14832,175259,1.6972463
14832,223365,1.682127
14832,48038,1.656072
14832,292802,1.6484245
14832,17999,1.631673
14832,194685,1.6306049
14832,95718,1.6228667
14832,213597,1.6228667
14832,238720,1.6196232
15447,234186,1.5412313
15447,239255,1.5412313
15447,37122,1.5412313
15447,269004,1.5412313
15447,206630,1.5412313
15447,206716,1.5412313
15447,205879,1.5412313
15447,241145,1.5313791
15447,106551,1.49194
15447,8497,1.436373
15619,232654,0.70867217
15619,275549,0.67914903
15619,177336,0.6646576
15619,186038,0.6528124
15619,83492,0.6416718
15619,28638,0.6416718
15619,28691,0.6416718
15619,35601,0.6416718
15619,324609,0.6381549
15619,149973,0.63711995
15727,46440,0.0
15727,46450,0.0
15727,46460,0.0
15727,46470,0.0
15727,46480,0.0
15727,46500,0.0
15727,46510,0.0
15727,46520,0.0
15727,46530,0.0
15727,46540,0.0
15846,261935,1.4037528
15846,199564,1.4037528
15846,33366,1.3172696
15846,37866,1.3156613
15846,131603,1.3156613
15846,256219,1.3156613
15846,203751,1.3139263
15846,213586,1.3139263
15846,236357,1.3046821
15846,105868,1.3046821
15957,274225,1.7187256
15957,217595,1.6890583
15957,235779,1.6811782
15957,1121,1.6811782
15957,1126,1.6811782
15957,228887,1.6811782
15957,189961,1.6811782
15957,21886,1.6811782
15957,639,1.6811782
15957,323705,1.669458
16339,28561,0.8632696
16339,190105,0.85474735
16339,238637,0.8309179
16339,241517,0.8309179
16339,275913,0.8309179
16339,252559,0.8309179
16339,286435,0.8194982
16339,242245,0.81806123
16339,216634,0.81806123
16339,179402,0.8151222
16503,266019,1.4329531
16503,92919,1.4329531
16503,268311,1.4021769
16503,338791,1.3789293
16503,137085,1.356291
16503,83878,1.3423846
16503,34377,1.3418806
16503,184792,1.3418806
16503,52302,1.3418806
16503,83492,1.3101914
16574,269504,1.0208684
16574,229900,1.0208684
16574,273731,1.0208684
16574,229922,1.0208684
16574,278028,1.0208684
16574,88280,0.94420564
16574,145840,0.94420564
16574,238872,0.94420564
16574,263292,0.94420564
16574,155891,0.94420564
16861,221974,1.2287316
16861,155220,1.2060869
16861,39880,1.2060869
16861,196590,1.2060869
16861,117849,1.1946137
16861,229016,1.1622058
16861,261393,1.1622058
16861,165864,1.1622058
16861,46162,1.1622058
16861,288254,1.1622058
17389,29325,1.3888526
17389,163437,1.3016708
17389,267459,1.3016708
17389,274261,1.2995454
17389,262103,1.2995454
17389,235027,1.2961845
17389,268364,1.2848674
17389,279283,1.2722299
17389,109300,1.2722299
17389,193770,1.2722299
17420,191426,1.1848657
17420,243192,1.1848657
17420,206722,1.1848657
17420,245312,1.1848657
17420,240112,1.1848657
17420,230681,1.1848657
17420,255240,1.1848657
17420,254560,1.1848657
17420,196851,1.1848657
17420,235006,1.1848657
17679,273088,0.8904608
17679,253536,0.86647487
17679,223077,0.86414677
17679,194685,0.8436466
17679,42496,0.84329545
17679,219430,0.8357063
17679,339817,0.8357063
17679,265011,0.82621795
17679,9366,0.82617366
17679,338685,0.81777674
18024,77732,1.166028
18024,73344,1.1147909
18024,167664,1.1038264
18024,275549,1.0676332
18024,79558,1.0538826
18024,215958,1.0538826
18024,272344,1.0538826
18024,261695,1.0538826
18024,272489,1.0397923
18024,326055,1.0397923
18051,46440,0.0
18051,46450,0.0
18051,46460,0.0
18051,46470,0.0
18051,46480,0.0
18051,46500,0.0
18051,46510,0.0
18051,46520,0.0
18051,46530,0.0
18051,46540,0.0
18654,240719,1.3317713
18654,29397,1.3317713
18654,215812,1.3317713
18654,235779,1.2679226
18654,21886,1.2679226
18654,189961,1.2679226
18654,1121,1.2679226
18654,1126,1.2679226
18654,228887,1.2679226
18654,639,1.2679226
18800,46440,0.0
18800,46450,0.0
18800,46460,0.0
18800,46470,0.0
18800,46480,0.0
18800,46500,0.0
18800,46510,0.0
18800,46520,0.0
18800,46530,0.0
18800,46540,0.0
18866,241248,0.31076163
18866,223366,0.29027677
18866,169685,0.29027677
18866,166675,0.29027677
18866,136646,0.29027677
18866,254811,0.29027677
18866,198662,0.29027677
18866,205309,0.28637743
18866,260383,0.27968547
18866,188907,0.27848798
18911,46440,0.0
18911,46450,0.0
18911,46460,0.0
18911,46470,0.0
18911,46480,0.0
18911,46500,0.0
18911,46510,0.0
18911,46520,0.0
18911,46530,0.0
18911,46540,0.0
18979,46440,0.0
18979,46450,0.0
18979,46460,0.0
18979,46470,0.0
18979,46480,0.0
18979,46500,0.0
18979,46510,0.0
18979,46520,0.0
18979,46530,0.0
18979,46540,0.0
19079,9041,0.18933067
19079,73344,0.18176138
19079,268540,0.17654067
19079,79558,0.17491728
19079,261695,0.17491728
19079,272344,0.17491728
19079,215958,0.17491728
19079,241916,0.17439032
19079,177336,0.1740869
19079,98983,0.1729207
19553,236357,0.8286909
19553,105868,0.8286909
19553,42496,0.81480557
19553,188920,0.8019512
19553,77732,0.799998
19553,261115,0.79733413
19553,98172,0.7820101
19553,167557,0.7820101
19553,194685,0.78196764
19553,9041,0.77687603
19984,98983,0.4097528
19984,268758,0.3964116
19984,268540,0.39626336
19984,138115,0.38292426
19984,223077,0.37829408
19984,339817,0.3641179
19984,219430,0.3641179
19984,37944,0.36194536
19984,108231,0.3595125
19984,338685,0.35768366
20135,29325,0.7078894
20135,163437,0.6667561
20135,267459,0.6667561
20135,274261,0.6624381
20135,262103,0.6624381
20135,235027,0.6535389
20135,268364,0.6462188
20135,193770,0.6269559
20135,279283,0.6269559
20135,270865,0.6269559
20382,310418,1.7168505
20382,239038,1.7168505
20382,207188,1.7168505
20382,111983,1.7168505
20382,108945,1.7168505
20382,310503,1.7168505
20382,189895,1.7168505
20382,9100,1.7168505
20382,205309,1.6845306
20382,279739,1.6565721
20497,46440,0.0
20497,46450,0.0
20497,46460,0.0
20497,46470,0.0
20497,46480,0.0
20497,46500,0.0
20497,46510,0.0
20497,46520,0.0
20497,46530,0.0
20497,46540,0.0
20683,200312,1.7330871
20683,186747,1.7073677
20683,246201,1.7052426
20683,277681,1.7052426
20683,14963,1.6900504
20683,225985,1.6900504
20683,277348,1.6900504
20683,258172,1.6900504
20683,120889,1.6900504
20683,71146,1.6652728
20735,46440,0.0
20735,46450,0.0
20735,46460,0.0
20735,46470,0.0
20735,46480,0.0
20735,46500,0.0
20735,46510,0.0
20735,46520,0.0
20735,46530,0.0
20735,46540,0.0
20924,46440,0.0
20924,46450,0.0
20924,46460,0.0
20924,46470,0.0
20924,46480,0.0
20924,46500,0.0
20924,46510,0.0
20924,46520,0.0
20924,46530,0.0
20924,46540,0.0
21220,46440,0.0
21220,46450,0.0
21220,46460,0.0
21220,46470,0.0
21220,46480,0.0
21220,46500,0.0
21220,46510,0.0
21220,46520,0.0
21220,46530,0.0
21220,46540,0.0
21700,127899,0.7006309
21700,181625,0.7006309
21700,48038,0.69707084
21700,210376,0.685735
21700,254634,0.6841061
21700,128776,0.6841061
21700,133435,0.6838902
21700,17999,0.67862785
21700,6180,0.6753009
21700,157290,0.67479503
22223,46440,0.0
22223,46450,0.0
22223,46460,0.0
22223,46470,0.0
22223,46480,0.0
22223,46500,0.0
22223,46510,0.0
22223,46520,0.0
22223,46530,0.0
22223,46540,0.0
22346,279577,1.004379
22346,190658,1.004379
22346,335933,1.004379
22346,160005,1.004379
22346,261756,1.004379
22346,217055,1.004379
22346,264012,1.004379
22346,247889,1.004379
22346,98983,0.978159
22346,257868,0.959103
22521,212130,1.1713403
22521,179453,1.135958
22521,217600,1.135958
22521,37944,1.1243341
22521,79559,1.0965549
22521,72432,1.0965549
22521,146163,1.093721
22521,98983,1.0784812
22521,31013,1.0765553
22521,225940,1.0704885
23015,236296,0.829576
23015,263816,0.8195555
23015,47102,0.7891199
23015,172507,0.7891199
23015,206264,0.75118136
23015,242991,0.75118136
23015,254075,0.75118136
23015,240944,0.75118136
23015,238661,0.75118136
23015,241691,0.75118136
23271,31013,1.7720361
23271,88831,1.7464902
23271,217600,1.7249277
23271,179453,1.7249277
23271,98983,1.7133636
23271,48038,1.7008806
23271,175259,1.6945802
23271,203751,1.6936042
23271,213586,1.6936042
23271,181625,1.6903837
23336,121408,1.0878636
23336,242055,1.0878636
23336,281140,1.0878636
23336,195521,1.0878636
23336,4504,1.0878636
23336,217119,1.0878636
23336,204476,1.07585
23336,154913,1.0756373
23336,148787,1.0434406
23336,252998,1.0338374
23364,112835,1.64777
23364,87605,1.6118183
23364,264984,1.6118183
23364,189553,1.6118183
23364,194714,1.6118183
23364,106925,1.6118183
23364,72432,1.6088322
23364,79559,1.6088322
23364,26953,1.6023357
23364,227177,1.6023357
23571,37944,1.0083073
23571,97968,0.997699
23571,212130,0.9682314
23571,31013,0.9629722
23571,223077,0.96210647
23571,268758,0.95676965
23571,268540,0.9478772
23571,338685,0.9248786
23571,138115,0.92439693
23571,188931,0.90747666
24171,237564,1.3655362
24171,247757,1.3514714
24171,303360,1.2737889
24171,4504,1.2697835
24171,121408,1.2697835
24171,195521,1.2697835
24171,242055,1.2697835
24171,281140,1.2697835
24171,217119,1.2697835
24171,267122,1.2461264
24347,31013,1.6345209
24347,196590,1.6127366
24347,155220,1.6127366
24347,39880,1.6127366
24347,9041,1.5773592
24347,245651,1.5757929
24347,224049,1.5757929
24347,48038,1.5441182
24347,238903,1.5286875
24347,97968,1.5282546
24354,118436,0.9888382
24354,259023,0.9888382
24354,55041,0.9635913
24354,105079,0.9599415
24354,147976,0.93580353
24354,87605,0.9312621
24354,194714,0.9312621
24354,106925,0.9312621
24354,264984,0.9312621
24354,189553,0.9312621
25462,237564,1.1080878
25462,245651,1.0855976
25462,224049,1.0855976
25462,195306,1.080878
25462,203127,1.080878
25462,37735,1.080878
25462,160638,1.080878
25462,37724,1.080878
25462,72942,1.080878
25462,247757,1.0624115
25591,241248,0.9357084
25591,292802,0.87376916
25591,205309,0.8679247
25591,252998,0.86480397
25591,276514,0.86435175
25591,235824,0.86435175
25591,235887,0.86435175
25591,120803,0.86435175
25591,174425,0.86435175
25591,255872,0.86435175
26087,0,0.0
26087,10,0.0
26087,20,0.0
26087,30,0.0
26087,40,0.0
26087,50,0.0
26087,60,0.0
26087,70,0.0
26087,80,0.0
26087,90,0.0
26583,147976,0.7485417
26583,55041,0.7270959
26583,9041,0.72668403
26583,266661,0.7265866
26583,259023,0.71910536
26583,118436,0.71910536
26583,266660,0.71600246
26583,29362,0.71600246
26583,32361,0.71600246
26583,75780,0.71600246
26623,177868,1.3607494
26623,109296,1.3607494
26623,197098,1.3607494
26623,109301,1.3607494
26623,270865,1.3607494
26623,279283,1.3607494
26623,109297,1.3607494
26623,109300,1.3607494
26623,193770,1.3607494
26623,176558,1.3607494
26706,54921,1.1288544
26706,219104,1.1288544
26706,221565,1.1288544
26706,278102,1.1086751
26706,185768,1.0861312
26706,179023,1.0861312
26706,116378,1.0178016
26706,15428,1.0178016
26706,220939,1.0178016
26706,309684,1.0041548
26708,160224,1.3689246
26708,217595,1.3277754
26708,248603,1.3002181
26708,274225,1.298734
26708,155717,1.281394
26708,133841,1.281394
26708,207065,1.281394
26708,155510,1.281394
26708,216345,1.281394
26708,92938,1.281394
26755,322751,0.6643474
26755,114176,0.6339226
26755,334416,0.6248941
26755,321669,0.5979126
26755,198449,0.5848733
26755,180551,0.58307534
26755,236296,0.57850873
26755,172966,0.5783247
26755,19646,0.57435334
26755,87050,0.57435334
27484,31013,1.1662378
27484,256376,1.1128156
27484,9041,1.1114945
27484,248879,1.0797161
27484,72171,1.0754243
27484,97968,1.0740193
27484,7095,1.0716953
27484,244260,1.0503083
27484,93450,1.0496141
27484,279739,1.049245
27760,246053,1.5917461
27760,174525,1.5309181
27760,46142,1.5309181
27760,102410,1.5309181
27760,7095,1.5249846
27760,72942,1.5184
27760,195306,1.5184
27760,37735,1.5184
27760,37724,1.5184
27760,203127,1.5184
27974,217600,0.9654772
27974,179453,0.9654772
27974,88831,0.9446918
27974,133435,0.9397432
27974,194685,0.93616056
27974,72432,0.9251605
27974,79559,0.9251605
27974,31013,0.92218125
27974,279283,0.91859967
27974,109300,0.91859967
28024,171268,1.0880799
28024,148787,1.0738525
28024,311540,1.0357834
28024,17338,1.0352765
28024,247035,1.0352765
28024,50945,1.0352765
28024,186747,1.0233924
28024,134865,1.0183058
28024,213586,1.0137581
28024,203751,1.0137581
28088,0,0.0
28088,10,0.0
28088,20,0.0
28088,30,0.0
28088,40,0.0
28088,50,0.0
